-84.5152	19.1264
-76.6465	20.2474
-76.6615	20.342
-76.6415	20.2342
-76.6472	20.2203
-76.6409	20.2693
-64.9945	9.5567
-83.1603	23.0362
-82.5861	23.6002
-80.3366	22.236
-92.0933	21.0152
-76.1797	20.2258
-83.1856	28.1131
-80.8078	22.6431
-99.3341	27.3178
-99.4605	27.4186
-83.198	28.0765
-80.9032	22.7317
-83.2088	28.0703
-108.714	29.7114
-108.73	29.6943
-108.739	29.6609
-82.403	23.4046
-84.6376	15.1089
-84.2829	14.7879
-84.3611	14.8768
-84.5022	14.8165
-105.04	22.241
-84.6483	19.7427
-78.686	17.1079
-84.3009	26.448
-84.5784	15.1491
-84.7595	14.9923
-90.3228	13.9875
-75.5279	30.6762
-90.3273	14.0241
-81.3039	22.8522
-81.5722	22.9086
-105.105	22.6878
-87.8186	24.1597
-60.2742	2.3803
-88.2664	13.9358
-88.2865	13.8135
-88.3227	13.9637
-88.2392	13.6825
-80.5735	26.4019
-88.2918	13.9351
-80.5943	26.3453
-88.2794	13.9108
-73.4361	6.8333
-63.7773	1.9785
-79.5623	21.9263
-84.4421	14.8906
-95.7826	17.2671
-95.6183	17.2737
-85.4979	25.1176
-75.8791	7.5992
-85.6258	25.1352
-83.143	23.0591
-105.227	22.3221
-77.9355	8.7843
-77.95	8.7785
-74.4366	10.2947
-76.5525	20.289
-91.4212	18.6199
-79.6539	21.8603
-83.4062	27.1695
-60.1461	2.3492
-83.3745	27.2077
-60.2904	2.3579
-76.1464	20.251
-76.1357	20.2299
-61.0474	6.4425
-76.1418	20.2747
-74.0759	13.7662
-90.568	15.4551
-64.1282	4.3753
-90.1888	14.039
-90.4993	14.5846
-90.1784	14.0679
-81.3535	22.823
-60.2084	2.3857
-82.6728	22.368
-83.1722	23.0307
-83.2309	23.074
-79.1391	21.9695
-79.1899	21.9577
-83.863	30.6646
-79.1436	21.9717
-95.162	17.1684
-95.3443	17.268
-84.2613	22.8436
-84.1132	22.7818
-84.13	12.8376
-84.0138	12.9533
-83.9737	12.8592
-82.1757	23.3308
-76.6322	7.0347
-76.7	7.0277
-85.9163	24.5468
-108.865	29.5965
-108.802	29.6746
-64.1813	10.4045
-64.1781	10.4229
-108.75	29.7543
-76.151	20.2561
-70.4313	10.453
-79.5546	22.0515
-79.5891	22.0912
-70.2378	10.3258
-75.7482	6.3139
-99.055	21.9101
-90.0519	28.6031
-75.7198	6.2766
-80.536	26.3631
-84.4822	23.312
-104.992	21.9001
-60.1306	6.1706
-74.4528	10.6641
-92.5427	17.5976
